is_spam,comment
0,Xin tên truyện tu tiên or đô thị các bác cho là hay
0,Cho hỏi truyện chữ bộ này ra hết chưa vậy
0,Truyện chữ mới có 6k chương . Còn tích trữ 10k chương .
0,Còn lâu lắm
0,Hình như chưa
0,Còn dài lắm
0,Còn đang ra gần 6k tập hay hơn rồi
0,"Chưa nhưng chuẩn sắp 1,2 tháng ko ra nữa cũng phần dịch thiếu kinh phí nên sẽ lựa tháng trong năm để công ty truyện ổn định đã"
0,Ra hết rồi bạn
0,Chưa nhé
0,chưa còn lâu lắm
0,"Chưa, đâu đó 6k chương rồi đọc mãi ếu hết"
0,Chưa hết... Bên truyện chữ mới 5975 tập thôi...
0,chưa
0,có nhiều thằng spoil vợ main sau này chết gần hết nhưng tui ko tin nhưng hơi khó hịu có ai đọc truyện chữ rồi spoil cho tui đc hông cảm ơn
0,"làm gì chết đâu, toàn spoil tào lao"
0,Có cặk ý. Vợ thằng main bên Nghịch Thiên tà Thần thì đúng là chết hết ( nhưng sau vẫn sống ) còn đây thì đéo
0,"tu tiên huyền huyễn của bọn tàu thì chỉ có buff và buff, càng về sau main càng số hưởng, làm méo gì có NTR với cả vợ main chết các thứ, có chết đi chăng nữa nó cũng có cách hồi sinh dậy"
0,đẽo chết chiến tranh nhân mặc còn chưa end nữa khai thì đang ở trong đại cấm các con vợ thì ở ngoài đánh mặc tộc
0,K nhẫn tâm như bên huyết ma nhân đâu. Nên k phải lo
0,"ừ mới chết gần hết thôi, cũng còn lại vợ cả tô nhan mà ko sao đâu chết thì xây harem mới bạn ạ"
0,Kệ bọn nó đi . Đợt trước còn bảo TÔ NHAN bị ntr rùi mang thai này nọ cơ . Nhưng có bị ntr đâu...
0,không đâu ít xuất hiện thôi tui không chắc mấy tại 100 chương gần đây tui không đọc
0,spoil chết thì có khả năng nhỏ chứ spoil có ntr thì đừng tin mấy thằng đó bị cắm sừng cay nên cho rằng ai cũng có sừng như tụi nó
0,Ko chết nha toàn thống lĩnh 1 phương còn thằng DK lập lên tông môn hết
0,k chết chị bị hiếp thôi
0,Ko chết mà tăng lên tận 9 con vợ
0,Sai...sau này đứa nào cũg sống mấy trăm vạn năm.. Chết thế dell nào dc..
0,tk main lắm vợ k bị vk nó vắt cho kịt sức chết thì thôi đi chứ tụi nó còn lâu
0,"Thế cũng tin,k ai chết đâu"
0,"ko, ko làm mà đòi có ăn chỉ có ăn đầu buồi ăn cứt"
0,Mình nhớ mâin trong thánh phong gì đó
0,"Đã gần 6k chap và chưa có đứa nào chết hay ntr đâu mà còn nhiều vk hơn :))), chú đừng nghe mấy đứa đọc truyện chữ spoil, toàn mấy nhà văn online tưởng tượng ra để spoil thôi :)))"
0,"Nhầm, bọn đọc truyện tranh chứ khồn phải truyện chữ :)))"
0,A e cho hỏi tên truyện mà nhân vật chính tóc đỏ dài khiêu chiến 1 lần với 8 vị đệ tử tinh anh trong môn phái truyện main cũng hài hước. Thank a e
0,Ké
0,vạn cổ đệ nhất tế  không biết có đúng ko main họ hứa hổng
0,Hình như vạn cổ đệ nhất tế hay gì á ~~~
0,mng cho em xin vài bộ truyện main đầu chap là bá sẵn rồi ko ạ?Pls
1,"truyện rác thường ko nằm tron mục tấn công thường xuyên của bọn rác rưởi,***** ****** *** *** **** vì nó cũng ko giống như trên"
1,"ở dưới đéo phải yasuo kiều hướng trong lời đồn,thg lol nào phake thôi chứ thoại văn thằng loz đấy làm méo gì trong sạch thế"
1,👆👌
0,ối dồi ôi luôn trái đất kìa
0,K giống lắm
0,Ừ rồi trùng đế pay màu dk sẽ loot đc 2 đế bảo trảm hồn đao vs nô trùng trạc ( trảm hồn đao lên map 3k thế giới đập nhau vs bọn mặc tộc nên hỏng ) nô trùng trạc vẫn đc sử dụng để nuôi trùng
0,ủa gì bay màu hơi nhanh 
0,"Hử?đó là....































gái"
0,má lại buff nữa main chưa đủ bá sao tác giả
0,Bá thì mới bảo vệ đc đÁm vợ của nó chứ
0,Tới chap mới nhất xuất hiện bao nhiêu con vợ dương khai rồi ae liệt kê vs
0,"4 con
Tô Nhan
Hạ Ngưng Thường
Phiến Khing La
Tuyết Nguyệt"
0,Bị cường giả siêu cấp cảnh giết hết gần hết rồi. Còn mỗi Ngưng Thường thôi
0,Tôi nghe nói là 9 nha
0,"Link chap mới đây mọi người
https://vinaurl.in/7RtWiysE"
0,"Mới phản hư tầng 2 đã làm tinh chủ,đủ thấy bá đạo thế nào."
0,Tầng ba rồi nha :v
0,Hàng free trên trời rơi xuống. Bá cc
0,buff ghê vãi
0,fuff ghe qua
1,futt là con cặc gì?
0,Lý bạch kiểu đéo gì ghi sai chính tả hả con chó này
1,Ngu chính tả câm mẹ mồm mày mù chữ à nó nói ff mày nói tt
0,Ae cho tôi xin các cảnh giới nào lâu rồi chả nhớ các cảnh giới nữa
1,Th ys v yone đây mẹ rồi
0,"35 20 14
27 12 18
5 2 ?
Dành cho lớp 11,bọn óc cứt cút"
1,69 nhá thằng óc
0,"Truyện này giải trí thì ok, chứ cảm thấy Main tuy có não, nhưng vẫn khá tầm thường... Chỉ được cái may mắn không ai bằng, quét rác nhặt được bảo bối,có duyên với đủ loại pháp bảo công pháp, đi tìm luyện khí sư sửa đồ lại chọn trúng Tinh không đại đế,..v...v"
0,"Chuyên mục toán
1+4=5
2+5=12
3+6=21
5+8= ?????"
0,13? :))
1,Bằng 34 đó con chó rách
0,Main là Nhân Yêu Ma hợp nhất à😆
0,"Cái u ám tinh như cc , hồi kia đọc truyện còn tưởng tượng ra cái hành tinh màu tím các kiểu chứ"
0,nó chỉ là tên tinh cầu thôi mà 
1,Nếu các bạn xem có chậm hoặc nhiều quảng cáo có thể xem tạm tại thotinhlangman.com
0,Dịch chuyển tức thời còn j bằng
1,thế bọn lồn chúng mầy lấy vợ lớn tuổi hơn về rồi suốt ngày kêu chị ơi cho đụ phát à bọn óc lồn này
0,ngon là đc
0,Ns đ j hài thế=))
1,"Thk loz FAKE NEWS hay tin tung bậy thế , con Tô Nhan chỉ bị loz kia hun thôi đá lưỡi đéo ?"
0,"Có chap 1425,1426 rồi nha ae
http://b*blink.com/vo-luyen-dinh-phong-1426(bỏ dấu*)"
0,"Có chap 1425,1426 rồi nha ae
http://b*blink.com/vo-luyen-dinh-phong-1426(bỏ dấu*)"
0,"Sao mấy bác dễ tin người thế , tui kêu Tô Nhan bị loz kia đá lưỡi thế mà cũng có mấy bác tin "
0,Con người độc ác này :(
1,"chán vãi , truyện như cc mà đọc được hay ghê"
0,:))
1,Truyện của tụi tạc thiến bang tụi m thua cc mà nhiều trẻ trâu coi ghê
0,"Luyện tinh cầu xong thích dịch chuyển đâu thì dịch chuyển, sướng r ha"
0,Ae chê dương viêm già thì bằng em dư tĩnh thu ko có 10 tỷ tuổi à😂😂😂 mà tuyết ưng còn lái thì thằng khai đã là j:))
0,tao nói chứ hai con sư tỷ của main nó húp hết rồi mà bây h vẫn còn gọi là sư tỷ sư tỷ cxxlm nó chứ
1,Thì nó lớn tuổi hơn thằng này mà đồ ngu😒
0,Bao giờ thì main luyện hóa cái hành tinh mà có ông quỷ tổ ấy nhỉ
0,Na9 mấy vợ v ae????
0,9
0,Nhìu vợ
0,Truyện chữ đến bây h ms có 9 thôi bạn.
0,truyen chu chua het mak bk main co nhieu vo?
0,"vi phạm
Ai nhớ truyện có 1 nam chính tu tiên mà giết cháu của 1 nguyên anh xong bị nguyên anh giết cả nhà chừa lại mỗi th anh vs chú. Xong sau đấy tu luyện về giết nguyên anh. Rồi giả làm người thường để tu hoá thần không nhỉ"
0,tiên nghịch nhé
0,Tiên nghịch
0,các cao nhân cho xin cảnh giới truyện
0,"I - Càn Khôn Nội:

1.Thối Thể Cảnh: Nhất Tầng ---> Cửu Tầng ( Đỉnh Phong )
2.Khai Nguyên Cảnh: Nhất Tầng ---> Cửu Tầng ( Đỉnh Phong )
3.Khí Động Cảnh: Nhất Tầng ---> Cửu Tầng ( Đỉnh Phong )
4.Ly Hợp Cảnh: Nhất Tầng ---> Cửu Tầng ( Đỉnh Phong )
5.Chân Nguyên Cảnh: Nhất Tầng ---> Cửu Tầng ( Đỉnh Phong )
6.Thần Du Cảnh: Nhất Tầng ---> Cửu Tầng ( Đỉnh Phong )
7.Siêu Phàm Cảnh: Nhất Tầng --- Nhị Tầng --- Tam Tầng ( Đỉnh Phong )
8.Nhập Thánh Cảnh: Nhất Tầng --- Nhị Tầng --- Tam Tầng ( Đỉnh Phong )
9.Thánh Vương Cảnh: Nhất Tầng --- Nhị Tầng --- Tam Tầng ( Đỉnh Phong )
10.Phản Hư Cảnh: Nhất Tầng --- Nhị Tầng --- Tam Tầng ( Đỉnh Phong )

11.Hư Vương Cảnh: Nhất Tầng --- Nhị Tầng --- Tam Tầng ( Đỉnh Phong )
+ Tinh Chủ: Luyện hóa Tinh Thần Bản Nguyên

+ Tinh Vực Chi Chủ: Luyện hóa Tinh Vực Bản Nguyên

12.Đạo Nguyên Cảnh: Nhất Tầng --- Nhị Tầng --- Tam Tầng ( Đỉnh Phong )
13.Đế Tôn Cảnh: Nhất Tầng --- Nhị Tầng --- Tam Tầng ( Đỉnh Phong )
+ Ngụy Đế

+ Đại Đế ( Phong Hào Đế Tôn ): Ngưng tụ Đạo Ấn

II - Càn Khôn Ngoại:

13.5. Nửa Bước Khai Thiên: Ngưng tụ 5 loại trong Âm Dương, Ngũ Hành

14.Khai Thiên Cảnh:
+ Hạ Phẩm ( Chân Quân ): Nhất Phẩm --- Nhị Phẩm --- Tam Phẩm

+ Trung Phẩm ( Thiên Quân ): Tứ Phẩm --- Ngũ Phẩm --- Lục Phẩm

+ Thượng Phẩm ( Thần Quân ): Thất Phẩm --- Bát Phẩm --- Cửu Phẩm

14.5. Nửa Bước Tạo Vật

15.Tạo Vật Cảnh
 "
0,"Càn Khôn nội: 
Thối Thể cảnh tầng 1-->tầng 9( đỉnh phong )
Khai Nguyên cảnh tầng 1-->tầng 9( đỉnh phong )
Khí Động cảnh tầng 1-->tầng 9( đỉnh phong )
Ly Hợp cảnh tầng 1-->tầng 9( đỉnh phong )
Chân Nguyên cảnh tầng 1-->tầng 9( đỉnh phong )
Thần Du cảnh tầng 1-->tầng 9( đỉnh phong )
Siêu Phàm cảnh tầng 1--tầng 3( đỉnh phong )
Nhập Thánh cảnh tầng 1--tầng 3( đỉnh phong )
Thánh Vương cảnh tầng 1--tầng 3( đỉnh phong )
Phản Hư cảnh tầng 1--tầng 3( đỉnh phong )
Hư Vương cảnh tầng 1--tầng 3( đỉnh phong )
Đạo Nguyên cảnh tầng 1--tầng 3( đỉnh phong )
Đế Tôn cảnh tầng 1--tầng 3( đỉnh phong )
Càn Khôn ngoại: 
Khai Thiên cảnh phẩm 1-->phẩm 9
Tạo Vật Cảnh"
1,địt Dương Viêm cực mạnh nhé
1,M địt hơn trăm chap r chưa chán hả con chó ăn cức
0,Ơ vậy main là tinh chủ của u ám tinh rùi à ? nhưng hình như vẫn phản hư tầng 3 chưa lên hư vương thì phải
0,Phản hư 2
0,Đâu tui nhớ mới có tầng 2 mà
0,Được giúp nên mới dễ thôi giống hạ ngưng thường ấy
1,2 lồn đui à nó ph 3 r
0,Ừ chưa lên
0,"Con dương viêm nó nhốt bản nguyên cùng nó mấy vạn năm còn giám trống lại sao :)
Đúng là hư vương mới chế ngự đc bản nguyên
Cái này là bản nguyên tự nhận chủ
Như ngư thường ấy"
0,Lúc về vs tô nhan là tầng 3 r nhé
0,"Chưa hư vương thì làm sao? Đủ sức chịu đựng để luyện hóa là đc main là đánh vượt cấp , ng tu luyện thường lên hư vương 1 ms có 1 phần thành côg luyện hóa đc main thì khác ok."
0,tinh chủ dịch chuyển kinh vkl :)) à dm thằng YG và đồng bọn chúng mày ăn cứt hết thằng bố con mẹ chúng mày cũng vậy 
0,nhớ địa ma quá bây :))
0,Đúng rồi thằng ku đó lâu ko xuất hiện có no tấu hài đở buồn
0,Vậy Địa Ma đi đâu rồi mn?
0,Đáng lẻ luyên hoá xong phải lên hư vương lun chứ nhỉ ép cấp vô lí vãi
0,"Đó là tụi nó ra sức luyện hoá, còn cái này là nó chủ động đi theo main cơ mà"
0,Thế là giờ trên u ám tinh có thể phổ thăng hư vương rồi nhỉ
0,Chưa được sau này còn phải luyện hoá Pháp tắc nữa
0,ngày 4 chap ngon vl
1,Truyện này ko có NTR nhưng vẫn cay khúc con Tô Nhan bị loz kia đá lưỡi
0,Khúc nào
0,Chap bn tô nhan đá trứng cút...à nhầm lưỡi vậy
1,Cmm bị đá ấy con chó ăn cức
0,R nó chết chưa bro
0,Ai
0,"à, ý mày bảo là t á"
0,Nó là bị phiến kinh la chụt chụt nên ko sao
0,Thằng nào đá lưỡi tô nhan vậy
0,Chap nào vậy .sao ko thấy
0,Lúc nào vậy ?
0,"Chuẩn, cay khúc đó vl Tô Nhan bị nó đá lưỡi bóp vếu móc chym nữa. May là main đến kịp nên chưa bị thịt"
1,Xàm lôz
1,Óc chó đọc tên nó đi kìa
1,Mấy lồn này ngu thật thế cg tin
0,"Dương viêm xinh thế mà chỉ là bạn nhỉ , mấy vạn tuổi thôi mà , ngủ với chắc chục anh thôi có sao đâu"
0,Chắc đc vs tk bn nó xong ế cả đời
0,"Hồng nhan try kỷ cu khai đó, sau ảnh rc về ở chung đó mà"
1,https://link*1s.com/xzgm0B   HOT HOT HOT xem ngay để không tối cổ
0,its show time !
0,"Mn cho mình hỏi là u ám tinh có được xoá bỏ áp chế tạo ra hư vương cảnh được ko
 Với linh khí trên u ám tinh có tăng mạnh so với bây giờ ko?"
0,Ko nha
0,"Khi nào nó lên đc hư vương là xóa đc
Với linh khí trên u ám tinh vốn mạnh hàng đầu rồi"
0,Nếu có thì lăng tiêu tông 50hv nhất tầng cảnh
0,"đc đéo mà 50, khi main từ tinh giới về chưa đc 20"
0,"có nhé, DK lên hư vương thì sẽ xóa bỏ áp chế thôi"
0,Ké với
0,"Linh khí tăng theo thực lực của main , với cái áp chế đó quan tâm làm gì , nếu người của main muốn thăng hư vương cho vào tiểu thế giới mà thăng"
1,hỏi ngu vcl  đã là áp chế thì khi mở sẽ trở lại như ban đầu thôi có vậy cũng hỏi
0,Dk lên hư vương là xoá bỏ áp chế. Tu vi nó tăng thì linh khí tăng. Lúc s thành đế tôn cảnh về tinh chủ trả linh khí tăng đậm đặc nhất
0,"Tml kia gọi là trùng đế mà nhỉ?nhưng tu vi chính xác chỉ lại ngụy đế mà thôi,dương viêm cũng như vậy,...Gọi đại đế vẫn quá khoa trương!"
0,Đấy là bọn dân tinh vực nó đặt cho chứ bọn nó có biêt như nào mới là Đại đế thật đâu. Chả lẽ lại gọi là tinh không ngụy đế
0,Lúc đó tg cho là đế nhưng chắc bẻ lái hoạc ngụy đế xuống tinh vực thì thích gáy
0,lúc này ở đây tụi nó là cao nhất rồi nên tự đặt danh xưng vậy thôi
0,Map này ngụy đế là mạnh ròi
0,Cho hỏi cái th nguỵ đế thương mạt sau này có hẹo không chứ đọc mà tức 
0,Chết luôn map sao cuối map
0,main có gặp lại địa ma không hay tác giả quên luôn rồi
0,Địa Ma chỉ là 1 nhân vật siêu nhỏ không đáng nhắc đến mà thôi . Vừa rồi main đưa người của Thông Huyền Đại Lục đến U Ám Tinh cũng có cả Địa Ma nữa
0,"địa ma map 1 cx mạnh mà k có đất diễn, sang map 2 phế k đáng nhắc đến nx"
0,"Bây giờ map ngày càng cao và boss ngày càng mạnh,main cũng vậy! mà địa ma thì đã quá yếu so với các map tiếp theo.Các npc mới sẽ mạnh hơn main và hỗ trợ hắn thay cho những npc nhỏ yếu cũ!"
0,Wtf ngày xưa dựa vào nó nhiều mà sao bây h đưa đến cũng méo thấy mặt
0,Sao tui đọc mãi ko thấy chỉ với
0,"ủa diệt thế ma nhãn đâu, sợ cái đao quần còe ấy á"
0,Thằng này là dùng kiếm chém thần thức chứ không phải đưa thần thức vào bonus thếm cách tuyệt thần thức
0,cây đao đó là đế bảo đó 3 chứ ko phải hàng cùi đâu
0,"ôn thần liên mới có tác dụng bảo vệ thần hồn còn diệt thế ma nhãn là tấn công thần hồn, vì ôn thần liên tăng tiến theo năng lực của thần hồn nên hiện giờ nó vẫn chưa chống lại được đế bảo"
0,Thông báo ae thgbkia bất tử nha nhưng sau nó vẫn chết
0,"Sao nó lại chết, bị thằng DK đánh à"
0,khai trở thành tinh chủ u ám tinh gặp nó phong ấn không gian rồi thằng kia hết chạy
0,Gốc hỏi hộ
0,Đế bảo Trảm hồn đao đau đấy
0,thế rồi cu khai có loot dc cây đao đó k bro?
0,"Được, giết xong trùng đế lấy trảm hồn đao và nô trùng trạc, về sau cây đao này dùng khá nhiều học được chiêu tên là phá thiên nhất kích dùng để trảm thần hồn"
0,đc  vs cái vòng trùng gì đó quên tên rồi
0,Có đc nha dc cây đao lẫn nô trùng trạc nhé cái mà có thể gọi và nuôi cổ trùng
0,Goc hỏi hộ
0,sau dương viêm với dương khai có quan hệ gì ko hay là bạn thôi
0,Hồng nhan tri kỉ là bạn thui
0,Là bạn thôi
0,trên tình bạn dưới tình yêu
0,Ồ không bật Diệt Thế à
0,cái này là công kích linh hồn chứ có phải chui vào dell đâu mà diệt ngáo hả
0,"Nó cũng từng là ngụy đế đánh nhau với Dương Viêm, thần thức phải mạnh chứ."
0,"cai thang ay dang yeu xiu a , nghe noi no con ko su dung dc 1 nua suc manh thi no cung yeu vai lol r"
0,"Nói chứ Diệt Thế là skill cấp độ Khai Thiên, thằng kia căng lắm Ngụy Đế, đánh tđn"
0,Đánh nhau t ko giỏi nhưng chạy t là nhất đánh vs tinh ko đại đế còn chạy đc nói j vs thằng này :))))
0,"Thằng Khai là khắc tinh của nó, vì có luyện ko gian chi lực đến level cùng đẳng cấp, con Đại Đế thì mạnh nhưng ko gian pháp tắc ko đủ trình để chơi"
0,thi đế mà bị dí đánh chạy như chó nhìn tội vl
0,"thằng đó là độc vương mà 
phải thi đế đéo đâu"
0,à nhầm trùng vương chứ
0,Nó là trùng đế bạn của thi đề 🤣🤣
1,"Thi đế cc, Trùng đế nhé, dm bị đánh tan xác còn thần hồn đoạt xá dc phản hư cảnh thì sao đánh lại DK với Tiền Thông bảo ko chạy,, m biết tu vi của nó là gì ko sủa như đúng rồi,, nó lúc còn sống là tu vi Ngụy Đế ngang với Dương Viêm đó,, trên Đế Tôn 3 Tầng đỉnh phong, dưới Đại đế,, mà chắc m chưa đọc đến map Tinh Giới đâu"
0,Tinh không đại đế đuổi còn chay đc nữa mà 
0,tinh chủ còn bị dí khắp vũ trụ nói gì thi đế bị hạ cấp với chỉ chuyên chạy
0,Trùng đế bác ơi
0,tại tinh cầu có áp chế với lạ là doạt xác mà
0,"Thì bị DK lấy mất hư niệm tinh nên thần hồn bị thiếu sót, tu luyện chậm lại và thường xuyên bị đau đầu đó."
0,cái skill tủ của nó đến đại đế ko lmj đc mà :V
0,xin mấy bộ main trung tình tý
0,Cẩn thận thằng đó bro
1,bộ tao địt mẹ mày nhé chỉ 1 vs 1 thôi bao trung tình
0,T sẽ kiên trì đọc vài năm nữa nếu địa ma ko comeback thì chắc T kí đầu tác giả quá
0,Địa ma bay drop rồi nhé 1 thằng mới nhập thánh cảnh còn nhắc chi nữa
0,t cx thích địa ma nhưng mà kiểu này là k come back đâu
0,"Mày yên tâm ,địa ma mất tích luôn ko xuất hiện nữa đâu , tao đọc hơn 5000 chap truyện chữ rồi :))"
0,Noooooo
0,Hứa là sẽ đập sml ma tôn xong giờ ko thấy;-;
0,T cũng thích địa ma
0,dương viêm sau này crush main nhưng nó chỉ địt 1 lần r bỏ dẫn mấy con vợ qua map khác: Ngô Diệc Khai
1,Đụng vào nó chặt cu nhé   Đợi lúc thành đại đế thì méo có TG mà thịt rồi DK bận đi cứu tinh giới còn đâu
0,"Vãi l thằng dương khai lấy đồ của người ta ko trả thì thôi còn muốn giết người ta.
Nếu nhìn theo góc nhìn của thằng kia thằng dương khai ra nv phản diện 100%"
1,m chắc chưa coi chap thằng lồl đó muốn đoạt xa t vs đoạt del đc nó truy lùng t đến cùng nhỉ
1,"Phản diện cái củ lol gì, giới tu chân mạnh được yếu thua, vả lại thằng Trùng Đế nó muốn đoạt xá DK trước, m đọc lướt ở khúc thần hồn trì à,,,nói kiểu óc chó"
0,trang raw cho ai muốn xem trước đây: https://by.com.vn/club-manga-raw
0,Xàm. Méo nổi 1 chưởng thế mà đòi làm phản diện.
0,Nó full power thì đấm DK cái một chắc ngỏm đây còn chưa một nửa power nữa
1,Nói chuyện ngu. Tùy thằng chứ
0,Óc chó Khai nó vô địch cảnh giới thì thằng kia có là Đế thì cũng chỉ là đoạt xá trùng sinh ăn thế lol nào đk Khai vs ông Kia đã Hư Vương rồi nữa
0,"Nó đã khôi phục được nửa thực lực đâu, tại thằng Khai cướp đồ của nó"
0,Tương thi đế thế nào còn nhục hơn con chó mất chuồng
0,"đấy là trùng đế, ko phải thi đế"
1,Đm nói ngu vcc ko có thằng hư vương bên cạnh tuổi lol nhé ... nó mạnh nhất u ám tinh rồi ngoài dương viêm nhé
1,"Đ!t cụ chug m coi tới chap nay rùi còn kêu ngắn , nó như thế đến giờ , bọn óc chó súc vật hả đẳng 😏"
0,Sao nhiều đứa cứ hỏi con dương viêm thế nhở map này chỉ thêm con tuyết nguyệt làm vợ  ko còn con nào nữa
0,Đúng là con dán đập hoài ko cht mà
0,sau này thành tinh chủ rồi mới đập chết nó được
0,Sau dương viêm bày trò cho giết thì phải
0,Cho hỏi dương viêm có thành vợ cu khai ko
0,"Ko nha a khai ko ăn mặn nha bạn, xác có hồn bà già quái thai ngàn tuổi đấy bạn."
1,K nhé con chó ăn cứt
0,"Tại tác giả để mập mờ thôi, chứ bà Ma Thánh ko biết mấy chục vạn tuổi mà cu Khai nó xơi còn cái nịt ấy"
0,"Con Dương Viên Đó Có Mấy Ngàn Tuổi Là Chê Già =))
Còn Con Vk Ngọc Như Mông Gần 2 Vạn Tuổi Thì Gọi Là Gì Bạn =))"
0,0 nha bạn từ sau khi dung hợp với bản thể của Tinh Không Đại Đế tỉnh dậy về sau nó chảnh lắm.
0,Trong truyện nó trẻ vậy thôi
0,ko nhé bây h ko còn Dương Viêm mà là Tinh Không Đại Đế nên chảnh chó lắm mà DK lái toàn máy bay hạng nặng cái đợt ôm Tiếu Tiếu Lão Tổ trọng thương đi hồi phục ở Mặc chi chiến trường tui còn tưởng suýt nữa DK lái nốt lão tổ
0,"Giờ còn chưa lên hư vương nữa đợi tầm năm nữa Khai lên Đại Đế 
Dương khai có 9 vợ theo mik thấy chắc Dương khai có tình cảm nhất chắc là Tô Nhan rồi theo mn ai là Người Khai yêu nhât trong 9 cô Vợ"
0,Còn lâu nhé lên Đại đế phải thêm 2000 chap nữa theo tiến độ này phải 2-3 năm
1,"Theo t là con mẹ mày nó yêu nhất, ngày nào cũng bị chịch cho tung loz hết"
0,Lên google ghi các vợ dương khai thì nhớ 4 con xuất hiện rồi tô nhan hạ ngưng thường phiến kinh la với con gây bất ngờ nhất tuyết nguyệt :))))
0,Lại ảo tưởng rồi nói lên đại đế nghe dễ thế bạn nói ng ko có mắc có.chứng à. A khai cơ duyên ngập mồm nhưng vẫn bị lão quái thai đánh nát nhục thân đến mức ko cầu hồn về dc kìa
0, Vợ Main : Tô Nhan - Hạ Ngưng Thường - Phiến Khinh La - Tuyết Nguyệt và một loạt hồng nhan tri kỉ: Vân Huyền - Cơ Dao - Chúc Tình và.... nhiều bạn tình khác
0,1 năm chắc đc khoảng 1000 chap
0,Các bác cho em hỏi Vĩ Đại Đa ở truyện nào z ạ
0,"Có bộ nào dài 
drop r cungc dc miễn là dài 1 tí"
0,Bách luyện thành thần
0,sau này cặp song sinh với bé họ Thu ntn vậy anh em
0,Truyện chữ hơn 5k9 chương mà thấy bảo có 9 vợ thôi. Ko thấy mấy cặp trên. Tiếc 2 cặp ss với bé thu quá trời.đi theo từ đầu truyện
0,Chỉ hồng nhan thôi tiếc thật mà anh dương khai thì chỉ lựa toàn gái đẹp thôi :((( trong đó có đứa tuyết nguyệt
0,Dk nó rồng trong loài người thì bọn vợ cũng tư chất xuất chúng chứ đâu phải ai cũng chịch
0,Ae cho mình hỏi ma thần chết sớm ở tinh cầu cũ như thế mà sao lắm đồ buff mạnh cho main vậy
0,Sau này còn xài buff gì của ma thần nữa đâu. H cái hắc thư chả khác gì cái nhẫn kgian
0,Cái diệt thế ma nhãn ko phải buff của ma thần thì là gì? Đến cả Phong Ngạc Vương nó gặp ở huyết ngục khi còn sống chắc cũng trình hư vương cảnh nhưng vào thức hải của nó thấy con mắt toàn bay màu trong 1 nốt nhạc :)). Còn bộ cốt ma thần chính là nền tảng biến nó thành đỉnh cấp thiên tài tu luyện còn gì.
0,"Chắc là thiên tài đến từ ko gian cao hơn nữa, lúc tinh ko đại đế nói cu dương cũng sánh bằng thiên tài nơi đó đấy.. khả năng cao đại ma thần là thiên tài hoặc hậu nhân vương vị của thế lực nào đó trốn nạn"
0,Ma thần bạn nhắc đến là 1 phân thần của Đại ma thần Ma Vực tu vi chừng Lục phẩm khai thiên
0,"Ở ma vực có 1 đại ma thần, do đánh nhau với 1 đại đế của tinh giới nên thân thể vỡ tan, trong số những mảnh vỡ thân thế đó có con 1 mắt của nó, con mắt đó rơi xuống thông huyền đại lục và dần sinh ra linh trí rồi hoá hình thành dạng người( đại ma thần mà cho th main hắc thư), diệt thế ma nhãn mà th main lụm được còn xài dài dài, còn vô tự hắc thư thì lên map sau 1 đoạn là ít xài rồi"
0,Đại ma thần đó là phân thần của đại ma thần  sau này chiếm tinh giới đoán chừng trung phẩm khai thiên
0,"Mặt Dương Viêm bị cha nào vẽ dài ra rồi :v
Mấy chap đầu vẽ đẹp gái thế mà"
0,Nó về thân xác trả già đi ít nhiều nó cũng vài vạn tuổi là ít rồi
0,Ôi Dương viêm của t bị vẽ xấu r :V mấy chap đầu đẹp gái v mà :(
1,Dm tác gỉa vẽ sưownv nhan như cứt ấy dù gì cũng là n9 thì cũng vẽ đẹp hơn 1 tý chứ đằng này còn đéo cả bằng mấy đứa nv phun lại thêm bộ quần áo như kiểu gái điếm nữa
0,Ghi cũng đéo xong nói cc
0,:))
0,Truyện harem đào đéo đâu n9. Đồng thời học lại cách viết đi có ghi cũng đéo xong
0,Mày ơi trừ hai con tô nhan với hạng ngưng thường k đẹp lắm thì còn 7 đứa vợ của dương khai siêu phẩm
0,Ai có truyện th nào đụng nu9 là n9 đấm luôn không ?
1,Thằng loll này là trùng đế đoạt xá
0,Lol đâu ra chữ đế ... nguỵ đế thôi mày đến dương viêm còn ko ăn nổi mà đòi xưng đế
0,tiểu Bảo thì con Dương Viêm cũng là ngụy đế mà bạn. 2 đứa nó mạnh như nhau nên mới đồng quy vu tận chứ mà con Dương Viêm mà là đại đế rồi thì trùng đế tuổi lol
0,Thằg nào lên Đế Tôn là xưg đế rồi chỉ phân biệt Thiên Địa vs Đế Tôn đỉnh phong ( Ngụy Đế hoặc Đại Đế)
0,Thế sau này main làm sao sống nhở
0,Nó còn sống đến hết truyện cơ 🤣
0,Mày ko thấy nó đi cùng ông già kia hả ổng là hư vương đó mày cháp sau rượt chạy như cún giờ ko nhầm DK giết hơn chục lần ko chết
0,"Main cầm đan dược ra dụ ổng mới vào tông, khè trog tôg có 2 Hư Vương cấp Đan Sư"
0,ngủ đến phổng phao cả người rồi.địt Dương Viêm cực mạnh
0,Ae cho hỏi khi nào đi gặp con mắt còn lại vậy
0,Tinh giới nhé nhớ ko nhầm lúc đi tìm lưu viêm thất lạc thì gặp bảo khí ma thần
0,Các bác cho em xin bộ nào main ngầu lòi bá đạo do mắc chứng đa nhân cách với
0,Người đưa thư vô hạn
0,Có ai biết bộ nào dài dài như này k chỉ mình với
